source,target,hash,block,timestamp,value_wei,value_eth,gas,gas_price,type
0xeee28d484628d41a82d01e21d12e2e78d69920da,0xc6df7a6f090181241b38ad564d61231f6718e446,0xe11546fcecc640289768d8b38f18d46e4852153e5caf87c9c239d2a1563e5a90,3946860,1498724643,30100000000000000,0.0301,90000,68000000000,exchange_transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x91f9658ce12b05dc3bf4389782d8d3b43c9ced01,0xdc03e733d6a433acf57d8bdb5e665854e78331f39f247f0acb0cca244a6ab457,3988614,1499441146,29543780000000000,0.02954378,23101,21888949886,transfer
0xf0df046a76d28a1593d253b9a8f116e46330b5f6,0xc6df7a6f090181241b38ad564d61231f6718e446,0xbeab2dbb8adb13eb200a6976d91e2f043838b8a3bb0530515640d0e7c86ef03b,4725136,1513162743,80000000000000000,0.08,21000,21000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0e26304a1ec9fcba58be020935e5a48ec56a3340,0x7824d67271ea307072ba24f0a75eea0e01a7ad62ff8c7678d0cb1878cf97a9d3,4725204,1513163609,76106770000000000,0.07610677,21000,30010000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0xa0764d471ead1b3415b2f8168416bd2b74aaf31f27d9cca1a7ab4e0d701f5ef5,4729452,1513229132,2527790000000000,0.00252779,21000,32010000000,transfer
0xd551234ae421e3bcba99a0da6d736074f22192ff,0xc6df7a6f090181241b38ad564d61231f6718e446,0xeadefabe3ca4100b9423738b344f57ea37937ef00a8d47be7a904a940817ad48,5307025,1521806034,130900000000000000,0.1309,21000,50000000000,exchange_transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x64f70539776f08c5ef505254c2426f3e47a5204a,0xedce12df3e8c226996b8c1c791d968091a12e38661c11ac965b41cdec966396b,5307063,1521806716,130111400000000000,0.1301114,21000,6000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x4896c7df2eb6d8aa4855f2a1d4ac1b5e91bac13ecdcb257ca04ad599103c37dc,5311080,1521865833,440000000000000,0.00044,21000,10000000000,transfer
0x61e5c6b63f9f2155a1733f2959fb5b73e93f439a,0xc6df7a6f090181241b38ad564d61231f6718e446,0xa951353b7404fea33c9626b23de957857c1793b87b6853c58da694aaeb0d7c66,5594338,1526032464,30200000000000000,0.0302,21000,13000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x64f70539776f08c5ef505254c2426f3e47a5204a,0x6893572acd2df9df2f032f5ec111034dd99bd12c060785aea3342621a150163d,5594496,1526034716,29772800000000000,0.0297728,21000,12000000000,transfer
0x4fed1fc4144c223ae3c1553be203cdfcbd38c581,0xc6df7a6f090181241b38ad564d61231f6718e446,0x3e3459f8d577f3fee99845a2809059dd36a0952978b71141e37de805bef9176e,6104485,1533644528,36370390000000000,0.03637039,21000,50000000000,transfer
0x4fed1fc4144c223ae3c1553be203cdfcbd38c581,0xc6df7a6f090181241b38ad564d61231f6718e446,0x1f833a5ae363f537aae45d5a49fde82ce07f4ea5af34f606a085705388dadec1,6104636,1533646829,16802500000000000,0.0168025,21000,50000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0xbeeaec7e7f826b79c9fd7b70a05c5db91f17b25f,0xc00d223895c239fa868357279be1429e46a0bfb72a4171a00e30a187f786108a,6104693,1533647600,35450700000000000,0.0354507,21000,3000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x1cdb2885aa2128f374eccdf2cc05736cc2eef6fb,0x1e2bc8a684ff4f7c8d60ce172c9849939112f194a164d53fccd887bc62af7bfc,6104732,1533648311,16045840000000000,0.01604584,23100,5000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x50b19a12c04ad4b7fd7613b8f4a71f5572e3c674f2509878641123d34aa6027d,6108347,1533700813,370000000000000,0.00037,21000,60000000000,transfer
0x369291a5180fcbc292ee1fb36db5010c4475a383,0xc6df7a6f090181241b38ad564d61231f6718e446,0x9581ebc87ad3a0c550b1fd82bb5af4c7035fc9c5f7c43e119090c014d314a252,8880217,1572992930,171167360000000000,0.17116736,21000,10000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0xa12701919e2dedb91ecbe0c6fb3e62e43b3e4f2e,0xb92b2c7a181aec424b466700e0940181064f1af478fcaf84a56d83c534a2a926,8880284,1572993826,170091160000000000,0.17009116,21000,2200000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0xf61763e4201933db77451defbdbac867da4d0dd0370fb9e50395fd282436e304,8881971,1573016970,1002700000000000,0.0010027,21000,1300000000,transfer
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc6df7a6f090181241b38ad564d61231f6718e446,0x0a89e69b0e03ae50281f5b72b5663aefe408f19363e7afd9595b7f5f8714f3ec,9165938,1577367096,2277670000000000000,2.27767,21000,40000000000,exchange_transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0xb108d72e43e0b2cfdcd710172e6197d52e760ab1,0x552dfcde68de01ade94d992108f0bc9fb25111fe7367eb36ff7ecbae6ffb965e,9165990,1577368082,2266233800000000000,2.2662338,21000,2000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0xcf14021c39b157567362648ad8b91dcab68072f46a9702558d41d30ed24d63f7,9169366,1577425980,11369000000000000,0.011369,21000,1000000000,transfer
0x4e672d1758ab36e961fbe15eeecf5c5cda459609,0xc6df7a6f090181241b38ad564d61231f6718e446,0xb25944d62aa43fd86a5675fed03007b60b1ee0b14f6bb2edba645824966fb2af,10917258,1600843059,20000000000000000,0.02,21000,84501750000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0cdf00289a06f8456f290619419c68a4f9df1165,0x8b143b3d3367e8bad6ae0ee74703bd2175b18488e292ac09fb28dc0f101dc39f,10917317,1600843822,17191000000000000,0.017191,21000,129000000000,transfer
0x56ed48bea15e5cee3417ec7786d3e21c7031cb06,0xc6df7a6f090181241b38ad564d61231f6718e446,0xde47709cd6113ab084331456b2a0493e2e7706314e293fa0f9c072da8d965a04,11048064,1602602193,131730000000000000,0.13173,21000,93000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x55d7fa7ae13b01d319e2f082a8b9410d70be6a4c,0x9f645956dc48ed0e48ba7d241a403dcb122a019c2f1059d9c6425173d0e3739a,11048126,1602602998,128105000000000000,0.128105,21000,135000000000,transfer
0x448253fa673ea9bdb751d3ea9ec3fa220c1b68a7,0xc6df7a6f090181241b38ad564d61231f6718e446,0x159acba8e0891d7a731092f8a23af3d5ff65b43f6e67ac8347986d4381b821e4,11281362,1605694994,66600000000000000,0.0666,21000,66000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x015955a18bcc3e81240495f30cb28ab506ab941b,0xcbfcd5afcdaf9aa53904a9c90a90029159483d87f3c4447a999b16515633cbd0,11281422,1605695775,64795800000000000,0.0647958,21000,70200002625,transfer
0xe793f4ffa3d72aaa3738e91814be4c3d09f07f3d,0xc6df7a6f090181241b38ad564d61231f6718e446,0x7ae8a7524a8fb4e01012cf7ecb2565dfc2c29cb66bc7f09a4ec0b4c7d6f25d2c,11382901,1607041442,257660000000000000,0.25766,21000,52000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0xdb1e140e2bb260b290db412fbf16b97be5947134,0xc84303ca412e5376320e4e4204b1d19e58356f809a6ad87cfbd9909afb32950e,11382944,1607042155,255330500000000000,0.2553305,21000,49500000000,transfer
0x936cbf8fcf1635ad7f5008c34910f2c20752f815,0xc6df7a6f090181241b38ad564d61231f6718e446,0x5c604ffb1b43109f128fbd2132bfb38b9e103b958b1fe315ae1343197183fd53,11756954,1612005444,627800000000000000,0.6278,21000,66990000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0xec590f69d0cbe1d5d9512c484940232d601e7860,0xec8e2eebe3570928f0708939e793821f0685e903e9ca59468dcfddd7d7c611bd,11756986,1612005957,600426500000000000,0.6004265,21000,103500000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x34015e0448375a81326b21f8338f2e8ba9d394e6d68aee91af609ee20e80f58f,12009250,1615358720,25352000000000000,0.025352,21000,108000000000,transfer
0x708396f17127c42383e3b9014072679b2f60b82f,0xc6df7a6f090181241b38ad564d61231f6718e446,0x20907b769df8e79788287bae048fbd58a8afb25870c00c8387ded3b5df06e794,12051354,1615920239,60660000000000000,0.06066,207128,268000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x8665409530479aa2f6fb1a875436212db1317c1d,0x9bed1e55b6c2448991bc0454df397d74013add4af311b1005c030e6d93b8ef99,12051382,1615920634,56076000000000000,0.056076,21000,204000000000,transfer
0x28c6c06298d514db089934071355e5743bf21d60,0xc6df7a6f090181241b38ad564d61231f6718e446,0x30cc78d26aa7207ea9fd8121d0d14761f20c9513e20ed4b2eb31727b6ef4d153,13296386,1632591751,50610000000000000,0.05061,207128,87000000000,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x30f6fa26a02d68f24b2bde858b97fcd0e9cc36be,0xc889ac6141ece4e6dbf6fcfeaa6fd70f2a7f3396a87ebcc494f8fcf519e378ea,13296403,1632591942,49314630000000000,0.04931463,21000,49779831030,transfer
0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xc6df7a6f090181241b38ad564d61231f6718e446,0xa4b25920dc0a1c3c294691624739bec8187e013478e696ff5645de21c8656137,13684488,1637857087,33562160000000000,0.03356216,21000,141383495054,transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x765543da5049136f6b724cf4c323d420ebd9065e,0x0e0d15fb34681adab5a0aad4a5e69ba19ae8ded8b77a1dbcdb8279652677a302,13684509,1637857309,30171100000000000,0.0301711,21000,149302867701,transfer
0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0xc6df7a6f090181241b38ad564d61231f6718e446,0x056405c4b6780186d8cbb804e90bb51300f4e5c9d54985a6a7df5893c10b336a,14856092,1653681819,180952240000000000,0.18095224,21000,129510176297,exchange_transfer
0xc6df7a6f090181241b38ad564d61231f6718e446,0x790e8f71e10d4cfc38003a0b35fbad834356ea85,0x5736592dc1bbdc1baf89457f97c7321f2e290dcc112d40facdea76770e05d904,14856110,1653682085,167466020000000000,0.16746602,21000,237332636412,transfer
0x9075219b1e2758c8ca8102bd06e99c2e8490555b,0x69367f22c42e73b7999be80788be8af82d53f7e1,0x4436cabd51908bd9ee09ca467f7daf5c01edd6ffdf97cf204e26c7569ff17f10,3898614,1497884061,171055680000000000,0.17105568,23100,22602349859,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0x1c3f580daeaac2f540c998c8ae3e4b18440f7c45,0x2c4da751a3ca37292c3ebbad50717b8bad8be7a8b4629e1bdbb55caccf37839a,3898708,1497885428,165158000000000000,0.165158,21000,20000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0xb6b7a63240514ad79b341b7891593062d7876a14921b2fd4788821b37f30f913,3908822,1498060027,2939000000000000,0.002939,21000,21000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0x91f9658ce12b05dc3bf4389782d8d3b43c9ced01,0x12990a186acfef1bbe52f8db748c8fc56db9f71c7336bc5428e346d1967ae0b1,3915177,1498172170,1282910000000000,0.00128291,23101,30411003716,transfer
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x69367f22c42e73b7999be80788be8af82d53f7e1,0x3af10cb5892be3da75c83bc4e35edf373aad36346eda6f563fadbb8504d6d5b3,4994519,1517239084,1195000000000000000,1.195,200000,51900000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0xd7decd31bce247922a0c5057f36a6289f972bedf,0x1d8b83ccb63058d63eeb2f8a2de81a0bcb9cc10c60e0bb091556504305133379,4994690,1517241671,1185062900000000000,1.1850629,21000,41000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x649c22f2ecec7e0ab90ae4475c32f668d772f2adc756b6d1a3c4cf96bce7e893,4998123,1517291467,5540000000000000,0.00554,21000,20000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0x05b18b797d0e0b09370eb583f779cd23d002d2d0,0x29b8775dc4be9fe89a3771588c2831e35fa9b90c8b016e247d5354fe9c06f7b3,5174216,1519863580,3042330000000000,0.00304233,21000,11900000000,transfer
0x82edb3749958d049e9fa3521bbd4076d324f83bd,0x69367f22c42e73b7999be80788be8af82d53f7e1,0x6aaf85148ab0f7bc83fbaea112e2a0e2582e07ab4a00948867271dadba8a24b9,8045120,1561708488,3797980000000000,0.00379798,21000,15000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0xe878f4713e586c9174fc8a7a423225e33422aa07,0xf89a637c910d4a0ec6c527ed6b6be5655de0ab1f00473738179d22af7ff5cf8e,8045185,1561709264,3685580000000000,0.00368558,21000,4000000000,transfer
0xe7afa16472e82766fa7115654cbfc01f0c5cf297,0x69367f22c42e73b7999be80788be8af82d53f7e1,0xf3d66117e988e3ecf53ce284db6ede440f2ca50f0ed16b2dbc08653bbbbe2d3e,8798572,1571859409,50000000000000000,0.05,21000,16000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0xf217cad75b4c33afa79893a219b25ab90ab0dc30,0x0ff4d5fc6cc2b7a6db2cd208533ff303daf0d23dad58611ba74f91c5099ad948,8798625,1571860229,49538180000000000,0.04953818,21000,3600000000,transfer
0xd42789d4b9019fa05bfde61afaec0627982a9ab4,0x69367f22c42e73b7999be80788be8af82d53f7e1,0x7f5db82a5f00e0ca44c32ea1aa24d8dd260760477bc31ea885039fd018d0df3d,9800271,1585933480,85280000000000000,0.08528,21000,5000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0x734b5ac82c6b3864ccced67065bd1324b5e4c7bc,0xe138d9bd4f06f619abdaeabb67c99ad6433fb108b3a8416d4d27d68d11cc574c,9800350,1585934301,84787000000000000,0.084787,21000,3000000000,transfer
0x69367f22c42e73b7999be80788be8af82d53f7e1,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x719e53416e9d9b3fab370c029a4ebb5e2a98488314934408ed56edefcb7c52f9,9803595,1585977543,691100000000000,0.0006911,21000,2805000349,transfer
0xfcbe8bc5b0884b968239c6bcead0f2ddcd864e98,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x11da625d9b593a58f8f5417674cb3841c07e0e334f6e09696df50597c3e25595,4902735,1515865993,798487060000000000,0.79848706,21000,30000000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x814deb0742f48a71d4077ed8e068813a78de08fe,0x4064af1d567fe5deafcec85b644dcbeffdfe5563739be6b48f9b29ee3a2b873f,4902818,1515867463,764468060000000000,0.76446806,21000,90000000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0xec9ae8157e8c546ed1eeeb087762e7f9fbf327454bb80792537ae104c08e620c,4911042,1515995373,30848000000000000,0.030848,21000,52000000000,transfer
0x4a91ab68d0acc153272273ac3e5d4614b18d2dd8,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x308b36543be43619fdb92e09e85914fa70bbd993be4105dd6372331062fa7734,6317426,1536746012,180088750000000000,0.18008875,21000,9000000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xdfaef0c4150ca5a0bf0a1fa4046559cbad3c5ac5,0xdc2963b686e4deafa59a811d59d69300be15a884fce2373cd9c884bbeffd0ced,6317474,1536746632,179065050000000000,0.17906505,21000,5355000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x3a41fd93f3146df4dca9a58eebbcad9894635ed54724b0fe3c2a4e0dcdd38e50,6321980,1536811731,795000000000000,0.000795,21000,5000000000,transfer
0xdfe696bbed56aa3cf743a34ceaba53d5307b5951,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x2a638d3ca314268002da63f1ddbbcf0dcd39c6b31906b6464cb2e74f810abc42,6442654,1538526499,53230000000000000,0.05323,21000,8000000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xc5c9e1979665b93a21b629e188b83ed8d3a155c9,0x171edbf882b705b8357fd550541d2cb4a98398b31ab171c887f003fc05538447,6442703,1538527043,52867600000000000,0.0528676,21000,4000000000,transfer
0x0031c1e876e3e77a6b856b506c587ebb7a956a7b,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x50e539d3f666f6ae84eb01a4da406f7e47191841f1a19a17cab4ef64aa71345c,7157739,1549007792,1443204100000000000,1.4432041,121000,20000000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x55d6fbf314bf7f4dffba5184a3aeac66c4c7a5a4,0x88fdb2325f2f0317db6ac6a17d958e2b1ad344ceade6a0421197be9c512211fc,7157779,1549008518,1435753100000000000,1.4357531,21000,10000000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0xbc280c397b69a79118f7854903a4512052c139b196f285d8654a016972e8af45,7162062,1549084810,3526000000000000,0.003526,21000,4000000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x71c659f9e5b76e2db5468d2da7ee560072c4c82f,0x5e69efcc247222353d917f7621b5911b6277bd3d29bf04651f73cedec6c83e3f,7230670,1550381433,1700000000000000,0.0017,21000,5000000000,transfer
0xb9c764114c5619a95d7f232594e3b8dddf95b9cf,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x5f80621a37348bd8b0cdcaf314cf62338b73205b50661924e7a8466121baaaa6,10917256,1600843042,298000000000000000,0.298,21000,91800000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x24251a4ab217201667859eed4e3691487eccf6dd,0x7d1d1e0392dafeecbf2556e861009d2e59dc8bfbf7bc9ea4d04bce1d62399b9d,10917315,1600843818,292851000000000000,0.292851,21000,129000000000,transfer
0xb2da5468ce032567285d21acf745c8ab792fcc4b,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x9799e1116226c82bb3316bb3f23f19ff6a6ef4a09e8db8e704ed41895da2098a,11281304,1605694423,225360000000000000,0.22536,21000,64000001459,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xf625a373b7a79a3c9e1723ee02b196eda75147c1,0xa432b8d78b219bfefe6edc0aeac7e9bc57fd8580bd010c046075dd1f7b524a47,11281370,1605695119,223064500000000000,0.2230645,21000,55500000000,transfer
0x936cbf8fcf1635ad7f5008c34910f2c20752f815,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x61eca21ccad00b8ff80e2c2f657a837147b743ef0cc0728f5394b90a27512dc3,11477829,1608303317,958200000000000000,0.9582,21000,104500000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xec590f69d0cbe1d5d9512c484940232d601e7860,0x8e33d9da8dece516673dbe4ab234797f82d5b5c33e63dfbe55d9031e2514d334,11477871,1608303848,917699610000000000,0.91769961,21000,100018746844,transfer
0x0dc97e6fe96531bfbf934a5de0e409720857ed10,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x1f98f498cb8bf1ced327d39fde705363912f5310d51aaffb7bca6cd9c4dfafca,11756871,1612004374,142141000000000000,0.142141,21000,87500000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x3b749a3622a6a98f8079d4a5993c0adebe1e8ac8,0xb4132904433dfec7e635b46b6b0ff5a032627f29a2d754a9b71a2e21c17e13ca,11756901,1612004769,139635500000000000,0.1396355,21000,85500000000,transfer
0x76eda391b20b671a60681acf51218c2df40c2259,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x8b729ff40cccc96ec20865f25aa4af3a1cdbff4dcc7e95289cba49c87b83228e,11849431,1613234565,16530000000000000,0.01653,21000,237500000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x8fcd55456b015f4c45b9f33000190e673bb44f97,0xd8232f4c8727ccb77bb9acd8c55c067a7e827e0b0a035586c334ac4d9d3e5473,11849487,1613235368,12644800000000000,0.0126448,21000,181200000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x8eeccd8caccbb6157e473a68e3f1c5d7b4c2398bc77ff91bda005f446c285737,12006902,1615327386,39187600000000000,0.0391876,21000,134400000000,transfer
0xafa4a3f0696f7554d8c3b7f51c0bd6a529bd91ab,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x6b8910d98d2bd611772c4cc2ad3590f3d8d174d98913d85809141385188b7df4,12272986,1618868540,186852000000000000,0.186852,21000,388700000000,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x33839dd74c41a0e737aa9e0b4eaa02f19a404419,0xd23d59c5af9c405ba38b85692658119a868adc42ceb1f5569c1fc5483f82dba4,12276445,1618914234,180972000000000000,0.180972,21000,280000000000,transfer
0xd3e543023062860bed041735861f2b5f7630765a,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x0e2c7141aa570bad1cbb221a33f0d6efb7a5c082cfb3680d5baf78e443ed7b12,13296261,1632590224,120400000000000000,0.1204,21000,65590554802,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xeeb1668325275b607ea8723ea904b894546ec8e7,0xbb3419c6a409f058b0d9fabf6d92257445f5283be9963a45bccb75fa706cf48d,13296274,1632590384,118466460000000000,0.11846646,21000,63502155038,transfer
0x819e16a7fc37de7242617bc3ea752c69a8066dc4,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xd466fc3a92612853b895b6a85c42c85db170610e541c32c2b6b32c6484d142ec,14081153,1643199057,38190000000000000,0.03819,21000,83992861264,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x0f4a1b277d3c671dfda040188fc5663b176d4ce0,0x95537332b0ab7ff1c0ee9fb54161f0bebb57828f7ed004960762616866cddb6c,14081176,1643199338,35546160000000000,0.03554616,21000,116849865593,transfer
0xb6a8febc563449d0432fca1d4e0cf56c9da8c4c5,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xee6ac157c1a9a1fb2f818f411abd8cfdd5968100b4220f9031cd12800df1885c,14276458,1645808085,12420000000000000,0.01242,21000,72798952500,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x8cfc475e1ad307192100ca893de9ae75227f6de7,0xc18ee77f9364f625245fb5f55d00ab0e91991897880af5738059e379707168f4,14276470,1645808404,9085170000000000,0.00908517,21000,155944360345,transfer
0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x1ef5293bea2b5aa8d74c899a0158f64adfd12a0ea9375ac9a8fde600050c985d,14663479,1651021805,24840000000000000,0.02484,21000,41140415684,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x3c51d3b22dbd5c598252fdd3d6f7b6a87cd2a613,0x7055095f8a2738734f4385e589c678c452f430b63337e1bed1dcbb0be6c2b1b8,14663505,1651022161,23775000000000000,0.023775,21000,45000000000,transfer
0x604118fe1b8115065b64a4f6c8b680ac20b0785b,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0xaa9c267828ef5e1b9ab6945c6597c2727c1b9a986767ce121967dcbcfa8ce0fe,15031494,1656287323,340000000000000000,0.34,21000,32422710229,transfer
0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x4f847900f66a97ed3f476122e6e2a02f3d55e883464b4577788f30e7295031dc,15031548,1656288091,15866990000000000,0.01586699,21000,27070654889,transfer
0x9d05b1508515e3f431c99e13bc9f7e833e818fd3,0x394ff115da7a70712efe7e7a0aa6e962cdda8553,0xe4b7da05d9f3ec9c9b45be2ea37e61cdb6bbb70a3ff527d43bcecfe7a1e861e6,15031561,1656288232,353141990000000000,0.35314199,21000,45000000000,transfer
0x964ae14111712b0c4d85985a5501667eccd78157,0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0xb008b62ed4f4f1dc073b7083cb22eba112990caf226a9abcb81fb050f5b7d9ad,3864621,1497331807,216928370000000000,0.21692837,90000,22458870304,transfer
0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x4140d4e2e47cebe7e3519ae2451da046ec480d2f,0xe0512d4adc17fa0b76d54a5625415a0ef6530fc6a7ca31e97a42f23fba55743e,3865126,1497339796,216326720000000000,0.21632672,23100,23678052327,transfer
0x22b84d5ffea8b801c0422afe752377a64aa738c2,0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x5974a7ef57b52229ac9c88954e4ea8a54afacef4c79ad941c1598d4519ba0bbd,4025018,1500109810,3000000000000000000,3.0,100000,30000000000,transfer
0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x442ef266434a9575325f1af0249a4cfea04334ff,0x5a4667f6aa82a3e60cd0a918bd657447102c19e289df15cea079933ea444c1c3,4025055,1500110658,2939306970000000000,2.93930697,21001,30000000000,transfer
0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,0x0bd046848b35030819ecf51a3a09a132857fddcba11efb7ba8dcf169f0040c0c,4028711,1500178927,59580000000000000,0.05958,21000,20000000000,transfer
0x0398186c5ba6e577314f8209b581ce558ca8821d,0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x380ded63aa0606517b95cc2bc23f4db540f87d04e35a851cb5dc0e91b81ae111,4128398,1502115777,7366000000000000,0.007366,21000,21000000000,transfer
0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x0952ee18fef7582c258de3f6a1f6bf467229877f,0xe4caf955b7623bf1f44c049ca6be8cced8ade4e085c40ce33d5331f9b1fbd810,4128431,1502116566,6831280000000000,0.00683128,21001,21000000000,transfer
0x580a2d58a5e9d556554bdd4c2c63c13a8e78781b,0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x68114d8a53a7e61998f66e888b613093253188591aac9228bae909fc2e7c7158,4781006,1514010500,1013400000000000,0.0010134,21010,80000000000,transfer
0x3f99fc7ac48bbfc6a09bacc90c2f5c5f27bc6a38,0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x8e0a6b96d1c007bc3d1752a6b49b5d2fc7af4889bbf6d24bf60a7226ea1fac4f,4914612,1516052482,4650000000000000,0.00465,90000,52000000000,transfer
0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0x2c9b5e6915d87dd761b736dcd9886b955259531b,0x6971f31760f164820eef66fb5d33b70b1f4f907b2d72174fe56ee4fb7d66f920,4914723,1516054294,3428800000000000,0.0034288,21000,52000000000,transfer
0xfe4663b1ad5002c1fa5f81c2a8c6e84a9c198120,0xde5acc4be46ac0c1ea6cd84a716b5bcea04d2575,0xe20002005f36e4cf8d188a06f34861b4f1ecd46e111643335e589705831d86c3,5384687,1522926191,13140950280000000000,13.14095028,21000,3000000000,transfer
